Data,NDVI,Year
2011-08-29,0.340059301130524,2011
2011-09-14,0.3498587002925132,2011
2011-09-30,0.3206032492687167,2011
2011-10-16,0.3934265475531661,2011
2011-11-01,0.3476776461295418,2011
2011-11-17,0.3069902764612952,2011
2011-12-03,0.4722712287633349,2011
2011-12-19,0.4016141367048598,2011
2012-01-01,0.4784834044233805,2012
2012-01-17,0.4954594075829381,2012
2012-02-02,0.4902632619179379,2012
2012-02-18,0.4066704324452524,2012
2012-03-05,0.3819006798956438,2012
2012-03-21,0.4018128073365482,2012
2012-04-06,0.4452659182544072,2012
2012-04-22,0.4456074314175032,2012
2012-05-08,0.4399732389912243,2012
2012-05-24,0.4249542572535377,2012
2012-06-09,0.4579541781959045,2012
2012-06-25,0.4159125227290694,2012
2012-07-11,0.4085053205787017,2012
2012-07-27,0.3539327061427779,2012
2012-08-12,0.3317462645268398,2012
2012-08-28,0.3294958573800299,2012
2012-09-13,0.317814325243102,2012
2012-09-29,0.2956369594434342,2012
2012-10-15,0.3129163886473238,2012
2012-10-31,0.4172765165876776,2012
2012-11-16,0.4424553949447077,2012
2012-12-02,0.4236078546029239,2012
2012-12-18,0.4704785697352826,2012
2013-01-01,0.379302045813586,2013
2013-01-17,0.3531912875197472,2013
2013-02-02,0.4431760297256696,2013
2013-02-18,0.5000514586133289,2013
2013-03-06,0.4206213060320972,2013
2013-03-22,0.4967422879278991,2013
2013-04-07,0.4562144438295516,2013
2013-04-23,0.4419558067831448,2013
2013-05-09,0.3958512609692464,2013
2013-05-25,0.4238083089572297,2013
2013-06-10,0.3996840224523676,2013
2013-06-26,0.4053851450707564,2013
2013-07-12,0.3829779666376788,2013
2013-07-28,0.3595137164993277,2013
2013-08-13,0.3766364218515297,2013
2013-08-29,0.332329875879516,2013
2013-09-14,0.348284607478852,2013
2013-09-30,0.2699718317653569,2013
2013-10-16,0.3538417108071783,2013
2013-11-01,0.3664868246445497,2013
2013-11-17,0.3944269905213267,2013
2013-12-03,0.4260046147767681,2013
2013-12-19,0.4488501777953379,2013
2014-01-01,0.454313428120063,2014
2014-01-17,0.3644558688783569,2014
2014-02-02,0.39257516799747,2014
2014-02-18,0.3899068938255987,2014
2014-03-06,0.4542249110601626,2014
2014-03-22,0.3843529686141195,2014
2014-04-07,0.4453388568266266,2014
2014-04-23,0.4435930113052413,2014
2014-05-09,0.4213107676496165,2014
2014-05-25,0.4102883152818403,2014
2014-06-10,0.3922345007510474,2014
2014-06-26,0.3508443671436476,2014
2014-07-12,0.3577178512135345,2014
2014-07-28,0.3481507075658153,2014
2014-08-13,0.3302285951458611,2014
2014-08-29,0.308826096924658,2014
2014-09-14,0.3165928610957387,2014
2014-09-30,0.3121361056209976,2014
2014-10-16,0.2824308087595856,2014
2014-11-01,0.2741967535545023,2014
2014-11-17,0.3256087835703,2014
2014-12-03,0.3938263295140262,2014
2014-12-19,0.4117248676412487,2014
2015-01-01,0.3904632938388623,2015
2015-01-17,0.3784420221169035,2015
2015-02-02,0.273374195588584,2015
2015-02-18,0.3873798323978178,2015
2015-03-06,0.4135640129654516,2015
2015-03-22,0.4286469444224838,2015
2015-04-07,0.4164112657127043,2015
2015-04-23,0.427967119930429,2015
2015-05-09,0.4068888133449283,2015
2015-05-25,0.4108447070914696,2015
2015-06-10,0.4149733733892005,2015
2015-06-26,0.3784657601391413,2015
2015-07-12,0.3651260890188947,2015
2015-07-28,0.3546882204126808,2015
2015-08-13,0.3493663609771522,2015
2015-08-29,0.3230965530872005,2015
2015-09-14,0.3385313858803065,2015
2015-09-30,0.318853767096213,2015
2015-10-16,0.3384784884180566,2015
2015-11-01,0.3835992101105843,2015
2015-11-17,0.1992904581358608,2015
2015-12-03,0.3326008771236666,2015
2015-12-19,0.4157515843540105,2015
2016-01-01,0.3879919194312795,2016
2016-01-17,0.4189016982622432,2016
2016-02-02,0.390519384931615,2016
2016-02-18,0.2797183018420426,2016
2016-03-05,0.4223849078978572,2016
2016-03-21,0.4590679500355758,2016
2016-04-06,0.415274409044193,2016
2016-04-22,0.4156279231559805,2016
2016-05-08,0.4066784805122932,2016
2016-05-24,0.384303020001581,2016
2016-06-09,0.3981607083563918,2016
2016-06-25,0.3883448889240254,2016
2016-07-11,0.3621461538461537,2016
2016-07-27,0.3499777215590164,2016
2016-08-12,0.3136851529765197,2016
2016-08-28,0.321617890742351,2016
2016-09-13,0.3316773657996678,2016
2016-09-29,0.3433480433235827,2016
2016-10-15,0.3465144596410782,2016
2016-10-31,0.356393372827804,2016
2016-11-16,0.3900973775671404,2016
2016-12-02,0.4031631687080206,2016
2016-12-18,0.4301470248913474,2016
2017-01-01,0.4115748894154818,2017
2017-01-17,0.4300465560821482,2017
2017-02-02,0.4215748359554113,2017
2017-02-18,0.4184312435765671,2017
2017-03-06,0.396448074946636,2017
2017-03-22,0.4107070756581546,2017
2017-04-07,0.4041499486125383,2017
2017-04-23,0.4216333465096053,2017
2017-05-09,0.4146627243260336,2017
2017-05-25,0.4076454423274566,2017
2017-06-10,0.3880333781326585,2017
2017-06-26,0.3987566368882914,2017
2017-07-12,0.3789904340264052,2017
2017-07-28,0.3443818720847496,2017
2017-08-13,0.3027962210451418,2017
2017-08-29,0.306301367697051,2017
2017-09-14,0.3023711202466597,2017
2017-09-30,0.3231135030437188,2017
2017-10-16,0.3394167048778558,2017
2017-11-01,0.4171259715639809,2017
2017-11-17,0.3774405450236965,2017
2017-12-03,0.4463369103121296,2017
2017-12-19,0.400470794152509,2017
2018-01-01,0.4256694312796207,2018
2018-01-17,0.4152645418641388,2018
2018-02-02,0.4054869950193689,2018
2018-02-18,0.4583398766700923,2018
2018-03-06,0.43811982765436,2018
2018-03-22,0.4085742351174005,2018
2018-04-07,0.3440255198039369,2018
2018-04-23,0.4192655071547155,2018
2018-05-09,0.447014246185469,2018
2018-05-25,0.4025791129733574,2018
2018-06-10,0.411138556407621,2018
2018-06-26,0.3837557514428017,2018
2018-07-12,0.3322179539884575,2018
2018-07-28,0.3876189343031068,2018
2018-08-13,0.3997600521780376,2018
2018-08-29,0.359479524073049,2018
2018-09-14,0.4304297889161196,2018
2018-09-30,0.3687762115582258,2018
2018-10-16,0.4183505810736025,2018
2018-11-01,0.3616769273301736,2018
2018-11-17,0.4324070458135859,2018
2018-12-03,0.4093548162781509,2018
2018-12-19,0.443331924140656,2018
2019-01-01,0.4080986018957345,2019
2019-01-17,0.3810811532385466,2019
2019-02-02,0.3828949086884337,2019
2019-02-18,0.4473080401612774,2019
2019-03-06,0.410609573879358,2019
2019-03-22,0.4352943710965292,2019
2019-04-07,0.4346698790418212,2019
2019-04-23,0.4281672543284052,2019
2019-05-09,0.4443991145545101,2019
2019-05-25,0.4048683611352676,2019
2019-06-10,0.4138510949482169,2019
2019-06-26,0.3809672780456952,2019
2019-07-12,0.3491926476401295,2019
2019-07-28,0.3534321843624001,2019
2019-08-13,0.3116061032492684,2019
2019-08-29,0.31794707882046,2019
2019-09-14,0.2976569689303501,2019
2019-09-30,0.2007833741797769,2019
2019-10-16,0.3093253933117242,2019
2019-11-01,0.3368986887835702,2019
2019-11-17,0.4157171721958924,2019
2019-12-03,0.3474886448044253,2019
2019-12-19,0.4215832240221258,2019
2020-01-01,0.3912911848341232,2020
2020-01-17,0.39203836492891,2020
2020-02-02,0.4412292434184519,2020
2020-02-18,0.4179414103881727,2020
2020-03-05,0.4393972883231873,2020
2020-03-21,0.4161994940311485,2020
2020-04-06,0.4296439402324293,2020
2020-04-22,0.433765965688987,2020
2020-05-08,0.4459139299549369,2020
2020-05-24,0.415847426674045,2020
2020-06-09,0.3930208633093524,2020
2020-06-25,0.3739166732548026,2020
2020-07-11,0.3766376314333147,2020
2020-07-27,0.3758325005929321,2020
2020-08-12,0.3311811052257095,2020
2020-08-28,0.3461300656178354,2020
2020-09-13,0.3205871531346349,2020
2020-09-29,0.345749284528421,2020
2020-10-15,0.2162850868878356,2020
2020-10-31,0.311858981042654,2020
2020-11-16,0.4295465086887836,2020
2020-12-02,0.3906832398261557,2020
2020-12-18,0.4376187198735679,2020
2021-01-01,0.4189879304897312,2021
2021-01-17,0.3935985545023695,2021
2021-02-02,0.2155091706854296,2021
2021-02-18,0.428560060083801,2021
2021-03-06,0.4186184441457822,2021
2021-03-22,0.4102445568819667,2021
2021-04-07,0.4251549845837612,2021
2021-04-23,0.3871903865918253,2021
2021-05-09,0.3748887263815321,2021
2021-05-25,0.3627955490552612,2021
2021-06-10,0.3383064352913271,2021
2021-06-26,0.3547172661870501,2021
2021-07-12,0.3245836034469126,2021
2021-07-28,0.3078396315914301,2021
2021-08-13,0.2994946477982447,2021
2021-08-29,0.3320168629931219,2021
2021-09-14,0.2976559648984108,2021
2021-09-30,0.3115608032255513,2021
2021-10-16,0.2293831528184045,2021
2021-11-01,0.4496695655608213,2021
2021-11-17,0.4064821721958924,2021
2021-12-03,0.3182212722244174,2021
2021-12-19,0.3915265823785066,2021
2022-01-01,0.4238625671406001,2022
2022-01-17,0.4071511769352289,2022
2022-02-02,0.4750313068226734,2022
2022-02-18,0.4383006324610639,2022
2022-03-06,0.4342887580045853,2022
2022-03-22,0.4207162700608741,2022
2022-04-07,0.4222616886710409,2022
2022-04-23,0.4326086805281047,2022
2022-05-09,0.388254004269112,2022
2022-05-25,0.3747976519882994,2022
2022-06-10,0.3434398608585658,2022
2022-06-26,0.3280293303818481,2022
2022-07-12,0.3180552850027668,2022
2022-07-28,0.2944236224207446,2022
2022-08-13,0.2778868843386828,2022
2022-08-29,0.2777799509842674,2022
2022-09-14,0.2149810340738397,2022
2022-09-30,0.2372036445568818,2022
2022-10-16,0.1104234010593722,2022
2022-11-01,0.3589549684044233,2022
2022-11-17,0.3625902053712478,2022
2022-12-03,0.4048183965244865,2022
2022-12-19,0.3105263690241012,2022
2023-01-01,0.1384882069510268,2023
2023-01-17,0.3965341311216429,2023
2023-02-02,0.437921590639576,2023
2023-02-18,0.3808129654518143,2023
2023-03-06,0.4106861016681158,2023
2023-03-22,0.4043256067673334,2023
2023-04-07,0.4423515139536721,2023
2023-04-23,0.4281901336073995,2023
2023-05-09,0.3897685824966398,2023
2023-05-25,0.3899661238042531,2023
2023-06-10,0.3797592141671276,2023
2023-06-26,0.3606225788599887,2023
2023-07-12,0.3554284686536484,2023
2023-07-28,0.3566762668985689,2023
2023-08-13,0.334950462487153,2023
2023-08-29,0.3315654122855561,2023
2023-09-14,0.3656547790339156,2023
2023-09-30,0.3726512767807729,2023
2023-10-16,0.3579616570479877,2023
2023-11-01,0.3633161216429698,2023
2023-11-17,0.3548564060031594,2023
2023-12-03,0.3643748952983011,2023
2023-12-19,0.3897329355985779,2023
2024-01-01,0.4136679699842021,2024
2024-01-17,0.4257586966824643,2024
2024-02-02,0.4276893983714126,2024
2024-02-18,0.420959957308878,2024
2024-03-05,0.4517754130761324,2024
2024-03-21,0.4353988141355046,2024
2024-04-06,0.4339799984188473,2024
2024-04-22,0.426865807573721,2024
2024-05-08,0.4053611273618467,2024
2024-05-24,0.3987637678867893,2024
2024-06-09,0.3849568503439004,2024
2024-06-25,0.3631375760929716,2024
2024-07-11,0.3579733496719107,2024
2024-07-27,0.3385434658866313,2024
2024-08-12,0.3294975966479562,2024
2024-08-28,0.2995573642185152,2024
2024-09-13,0.2966956439244207,2024
2024-09-29,0.3006907344454106,2024
2024-10-15,0.2965408174559252,2024
2024-10-31,0.3250647798244919,2024
2024-11-16,0.3730038467614533,2024
2024-12-02,0.4331392414065588,2024
2024-12-18,0.4462641943127961,2024
2025-01-01,0.4005339707625445,2025
2025-01-17,0.3933837677725117,2025
2025-02-02,0.4038567238516877,2025
2025-02-18,0.3668053205787017,2025
2025-03-06,0.4071891295754604,2025
2025-03-22,0.3831037236145149,2025
2025-04-07,0.4010368882915642,2025
